Distributor,Region,City,Retailer,Store Code,Address,Latitude,Longitude,Phone,Blue Band Margarine,Lipton Yellow Label Tea,Royco Bouillon Cubes,Knorr Bouillon Cubes,OMO Detergent,Sunlight Washing Powder,Sunlight Dishwashing Liquid,Close-Up Toothpaste,Pepsodent Toothpaste,Lux Soap,Lifebuoy Soap,Rexona,Pears,Vaseline,Axe Body Spray
MOUNA FRANCES LIMITED-ABAKALIKI,Lagos,Lekki,Fresh Mart,RET-LAG-7427,"137 Market Street, Lekki",6.479359,3.604444,2347311497284,77,82,53,233,162,209,55,138,152,123,100,125,42,111,102
THEO-&-POWELL LTD,North Central,Jos,Super Mart,RET-NOR-7129,"3 Allen Street, Jos",9.907166,8.872582,2347992316179,227,232,219,61,40,228,229,74,87,240,177,110,190,14,166
THEO-&-POWELL LTD,North Central,Abuja,Mega Corner,RET-NOR-4700,"51 Broad Street, Abuja",9.082989,7.401567,2347374563110,34,101,213,219,214,146,102,202,78,231,205,121,217,104,10
THEO-&-POWELL LTD,North Central,Makurdi,Mega Bazaar,RET-NOR-1191,"19 Palm Street, Makurdi",7.719181,8.547368,2347018131147,65,246,248,111,202,18,248,47,211,26,191,200,104,24,39
THEO-&-POWELL LTD,North Central,Makurdi,Super Mart,RET-NOR-6866,"69 Market Street, Makurdi",7.717736,8.545016,2347375498246,136,74,184,20,177,229,130,239,226,248,159,95,86,84,143
THEO-&-POWELL LTD,North Central,Ilorin,Top Hub,RET-NOR-3777,"124 Commercial Street, Ilorin",8.482272,4.564316,2347420883305,242,102,207,92,141,68,17,73,106,127,186,217,127,185,83
THEO-&-POWELL LTD,North Central,Ilorin,Best Corner,RET-NOR-7510,"148 Broad Street, Ilorin",8.497752,4.540545,2347167245987,163,122,67,32,183,23,90,167,44,225,35,147,145,238,137
THEO-&-POWELL LTD,North Central,Abuja,Top Outlet,RET-NOR-8322,"82 Kings Street, Abuja",9.089292,7.397204,2347133310080,63,223,83,213,76,130,48,21,136,144,66,149,168,193,222
THEO-&-POWELL LTD,North Central,Jos,Daily Outlet,RET-NOR-7087,"22 Commercial Street, Jos",9.893693,8.860082,2347310726915,221,146,244,143,102,231,174,179,135,63,192,205,53,144,231
THEO-&-POWELL LTD,North Central,Lokoja,Best Mart,RET-NOR-4452,"109 Kings Street, Lokoja",7.804914,6.720425,2347930880910,100,219,77,205,54,237,92,113,21,242,105,206,127,195,139
THEO-&-POWELL LTD,North Central,Lokoja,Choice Mart,RET-NOR-3243,"93 Allen Street, Lokoja",7.815151,6.742221,2348157202952,16,228,226,217,120,135,20,15,96,103,149,136,150,177,248
THEO-&-POWELL LTD,North Central,Ilorin,Express Mart,RET-NOR-7395,"84 Broad Street, Ilorin",8.49249,4.546608,2348460025499,87,91,179,123,93,47,141,119,237,225,59,221,154,152,163
THEO-&-POWELL LTD,North Central,Lokoja,Unity Supermarket,RET-NOR-5422,"101 Kings Street, Lokoja",7.803552,6.749705,2347566793919,240,109,133,240,36,159,40,65,177,27,240,85,51,144,128
THEO-&-POWELL LTD,North Central,Abuja,Daily Stores,RET-NOR-6086,"97 Broad Street, Abuja",9.072926,7.409297,2348387831780,142,78,177,32,153,216,230,55,144,225,77,104,156,65,121
THEO-&-POWELL LTD,North Central,Makurdi,Smart Supermarket,RET-NOR-2693,"124 Allen Street, Makurdi",7.740023,8.512543,2347292020658,49,120,23,10,87,173,53,174,66,112,172,184,209,189,158
THEO-&-POWELL LTD,North Central,Abuja,Elite Hub,RET-NOR-4398,"113 Broad Street, Abuja",9.085623,7.394184,2348190585667,101,90,131,162,247,250,53,146,65,188,57,82,147,107,214
THEO-&-POWELL LTD,North Central,Abuja,Daily Bazaar,RET-NOR-7058,"50 Broad Street, Abuja",9.073318,7.410577,2348537077689,178,134,43,121,241,121,145,187,153,75,104,129,141,95,59
THEO-&-POWELL LTD,North Central,Lokoja,Elite Hub,RET-NOR-5798,"3 Palm Street, Lokoja",7.804155,6.727155,2347107474734,217,99,131,243,46,99,228,78,68,132,45,213,209,244,216
THEO-&-POWELL LTD,North Central,Abuja,City Mart,RET-NOR-3801,"86 Allen Street, Abuja",9.070612,7.381523,2348401655918,152,101,147,230,138,41,65,49,181,45,116,186,121,89,80
THEO-&-POWELL LTD,North Central,Lokoja,Fresh Shop,RET-NOR-8488,"149 Unity Street, Lokoja",7.780557,6.743351,2348602075265,20,135,57,61,95,24,108,205,146,91,64,74,77,137,117
THEO-&-POWELL LTD,North Central,Ilorin,Best Stores,RET-NOR-6760,"89 Broad Street, Ilorin",8.495597,4.533742,2349074205120,149,130,200,11,234,220,126,38,21,182,177,29,55,204,31
THEO-&-POWELL LTD,North Central,Makurdi,Express Center,RET-NOR-2924,"105 Unity Street, Makurdi",7.72109,8.517077,2348262559202,160,77,29,122,133,121,28,223,18,35,223,73,218,33,111
THEO-&-POWELL LTD,North Central,Ilorin,Value Retail,RET-NOR-6809,"11 Market Street, Ilorin",8.504983,4.540203,2347331817587,194,106,30,191,218,59,158,57,98,51,226,29,88,38,213
THEO-&-POWELL LTD,North Central,Ilorin,City Bazaar,RET-NOR-5841,"31 Palm Street, Ilorin",8.506898,4.532252,2347598359057,169,230,169,169,20,63,122,109,114,92,137,33,130,229,117
THEO-&-POWELL LTD,North Central,Lokoja,Choice Supermarket,RET-NOR-5237,"22 Kings Street, Lokoja",7.781375,6.725785,2348570416984,138,110,169,141,192,141,15,132,177,164,180,231,26,82,97
THEO-&-POWELL LTD,North Central,Abuja,Value Corner,RET-NOR-5374,"131 Allen Street, Abuja",9.060498,7.381501,2348017308146,206,229,212,123,14,70,167,242,152,202,168,13,205,91,88
THEO-&-POWELL LTD,North Central,Lokoja,Royal Mart,RET-NOR-9938,"79 Kings Street, Lokoja",7.792909,6.746838,2349065315760,163,126,201,31,239,246,79,35,30,164,51,59,237,218,160
THEO-&-POWELL LTD,North Central,Ilorin,Family Outlet,RET-NOR-6095,"89 Commercial Street, Ilorin",8.517005,4.538899,2347531082866,111,170,22,76,187,212,94,185,82,149,51,33,225,89,234
THEO-&-POWELL LTD,North Central,Ilorin,Urban Bazaar,RET-NOR-2652,"86 Market Street, Ilorin",8.486674,4.530356,2348937231245,91,123,123,166,197,188,102,126,179,88,187,17,239,145,124
THEO-&-POWELL LTD,North Central,Lokoja,Prime Shop,RET-NOR-4713,"94 Palm Street, Lokoja",7.785549,6.724318,2348130955723,207,226,138,56,76,239,103,109,188,132,92,136,190,186,236
THEO-&-POWELL LTD,North Central,Ilorin,Market Stores,RET-NOR-6513,"13 Allen Street, Ilorin",8.516496,4.54317,2348936471058,34,192,39,43,123,170,83,95,234,22,207,125,199,242,74
B.N.IGWE & SONS,North Central,Ilorin,City Shop,RET-NOR-9481,"34 Market Street, Ilorin",8.485839,4.5583,2348594545592,103,179,173,238,77,187,149,163,187,40,59,157,65,21,115
B.N.IGWE & SONS,North Central,Jos,City Center,RET-NOR-9763,"14 Broad Street, Jos",9.89007,8.841303,2347218373889,103,77,126,211,169,37,107,102,111,247,43,233,180,200,99
B.N.IGWE & SONS,North Central,Abuja,Royal Hub,RET-NOR-2374,"97 Kings Street, Abuja",9.070346,7.412868,2348356719753,65,20,182,205,130,17,245,231,43,56,243,226,102,118,155
B.N.IGWE & SONS,North Central,Abuja,Value Corner,RET-NOR-6980,"147 Palm Street, Abuja",9.092108,7.409657,2348490035515,55,58,156,23,99,194,175,105,182,108,136,83,240,53,81
B.N.IGWE & SONS,North Central,Makurdi,Top Hub,RET-NOR-6737,"73 Unity Street, Makurdi",7.738925,8.526326,2348689935629,74,15,205,169,243,196,30,41,72,138,139,184,32,115,110
B.N.IGWE & SONS,North Central,Jos,Urban Center,RET-NOR-9081,"111 Palm Street, Jos",9.914279,8.875013,2348421553782,78,87,191,41,209,203,175,159,45,192,205,74,128,250,106
B.N.IGWE & SONS,North Central,Lokoja,Best Outlet,RET-NOR-4809,"55 Allen Street, Lokoja",7.797045,6.72517,2348593788837,56,17,149,176,54,114,225,134,113,181,163,241,181,37,136
B.N.IGWE & SONS,North Central,Makurdi,Smart Corner,RET-NOR-5576,"57 Broad Street, Makurdi",7.735212,8.536302,2347656828621,219,134,132,17,105,62,19,213,53,192,20,228,195,163,223
B.N.IGWE & SONS,North Central,Ilorin,Choice Retail,RET-NOR-2280,"122 Palm Street, Ilorin",8.500283,4.530648,2348221196340,53,121,211,117,187,175,71,180,25,202,204,144,215,145,221
B.N.IGWE & SONS,North Central,Lokoja,Unity Supermarket,RET-NOR-7748,"110 Palm Street, Lokoja",7.800362,6.738827,2348276775848,43,243,210,106,131,97,168,29,242,40,111,120,204,147,129
B.N.IGWE & SONS,North Central,Makurdi,Prime Corner,RET-NOR-5755,"77 Broad Street, Makurdi",7.721056,8.535945,2348870965775,248,160,196,57,144,179,198,77,51,162,101,72,168,87,148
B.N.IGWE & SONS,North Central,Ilorin,Unity Supermarket,RET-NOR-5799,"142 Commercial Street, Ilorin",8.51093,4.540842,2347940913144,18,152,61,212,30,30,246,234,136,43,12,119,225,218,10
B.N.IGWE & SONS,North Central,Jos,Market Supermarket,RET-NOR-7491,"34 Market Street, Jos",9.878986,8.857589,2347695185412,35,135,138,161,89,222,244,81,101,167,122,197,51,85,83
B.N.IGWE & SONS,North Central,Jos,City Mart,RET-NOR-9839,"142 Commercial Street, Jos",9.898046,8.859709,2347255896324,184,45,44,171,109,45,69,189,185,60,198,61,30,137,171
B.N.IGWE & SONS,North Central,Jos,Value Mart,RET-NOR-9849,"86 Commercial Street, Jos",9.912235,8.86026,2347328773794,84,124,167,243,189,61,169,65,39,211,221,78,18,217,41
B.N.IGWE & SONS,North Central,Abuja,City Retail,RET-NOR-6589,"92 Commercial Street, Abuja",9.079539,7.414119,2348608397441,208,103,36,164,115,54,132,184,106,209,169,200,219,116,67
B.N.IGWE & SONS,North Central,Jos,Green Bazaar,RET-NOR-5825,"7 Unity Street, Jos",9.880353,8.875199,2348372558996,98,135,203,28,99,91,172,74,52,161,239,149,98,73,130
B.N.IGWE & SONS,North Central,Ilorin,City Retail,RET-NOR-4974,"111 Unity Street, Ilorin",8.49137,4.546601,2349054217399,57,227,168,33,95,165,250,20,242,229,151,13,238,179,242
B.N.IGWE & SONS,North Central,Ilorin,Daily Corner,RET-NOR-3873,"146 Commercial Street, Ilorin",8.518563,4.548993,2347251573070,212,51,153,27,33,62,79,14,108,174,89,14,17,131,132
B.N.IGWE & SONS,North Central,Jos,Prime Bazaar,RET-NOR-6014,"130 Market Street, Jos",9.887443,8.856071,2348677621160,121,92,223,43,51,36,123,202,170,202,74,109,68,165,174
B.N.IGWE & SONS,North Central,Jos,Choice Shop,RET-NOR-1091,"82 Commercial Street, Jos",9.885674,8.861999,2348321224609,11,50,183,152,158,202,181,79,132,242,110,175,60,200,209
B.N.IGWE & SONS,North Central,Lokoja,Fresh Center,RET-NOR-3101,"106 Unity Street, Lokoja",7.787688,6.733898,2348854705572,118,109,23,227,150,18,213,63,87,23,221,54,211,208,200
B.N.IGWE & SONS,North Central,Jos,Urban Corner,RET-NOR-5619,"25 Kings Street, Jos",9.915043,8.866559,2348199688390,43,28,234,23,68,144,85,68,145,120,77,68,146,232,222
B.N.IGWE & SONS,North Central,Makurdi,Smart Center,RET-NOR-6303,"128 Allen Street, Makurdi",7.723676,8.515093,2348985310735,22,73,228,234,128,203,208,124,68,106,238,213,202,211,224
B.N.IGWE & SONS,North Central,Jos,Daily Retail,RET-NOR-6726,"15 Kings Street, Jos",9.910867,8.839294,2347811390644,67,194,165,131,58,193,93,123,40,124,197,26,229,145,98
B.N.IGWE & SONS,North Central,Abuja,Prime Stores,RET-NOR-7679,"145 Kings Street, Abuja",9.083787,7.384895,2347475583219,28,231,141,74,65,85,36,226,71,94,112,188,177,117,136
B.N.IGWE & SONS,North Central,Makurdi,Value Hub,RET-NOR-3057,"4 Broad Street, Makurdi",7.715046,8.529194,2348308412510,101,51,223,10,240,68,222,207,174,121,152,156,113,63,192
B.N.IGWE & SONS,North Central,Jos,Elite Corner,RET-NOR-9063,"119 Broad Street, Jos",9.884887,8.862753,2348120194979,154,133,220,66,227,168,11,77,81,180,79,163,221,20,224
B.N.IGWE & SONS,North Central,Jos,Smart Mart,RET-NOR-2345,"124 Broad Street, Jos",9.899284,8.867637,2348185212671,90,125,62,235,198,50,53,229,171,62,122,217,242,58,190
B.N.IGWE & SONS,North Central,Jos,Fresh Corner,RET-NOR-6822,"139 Broad Street, Jos",9.908562,8.838863,2347624252345,221,30,73,165,151,150,225,50,10,147,240,103,245,116,112
B.N.IGWE & SONS,North Central,Abuja,Value Center,RET-NOR-7097,"83 Allen Street, Abuja",9.084675,7.405828,2347752860872,126,183,87,228,142,80,66,156,188,110,108,25,62,111,79
B.N.IGWE & SONS,North Central,Abuja,Elite Shop,RET-NOR-7422,"88 Broad Street, Abuja",9.079875,7.405863,2347321672574,72,58,138,87,193,173,193,115,136,17,35,42,218,85,36
B.N.IGWE & SONS,North Central,Ilorin,Golden Shop,RET-NOR-4598,"78 Market Street, Ilorin",8.508767,4.533474,2348085187740,13,93,193,37,148,249,165,198,106,140,85,19,107,116,92
B.N.IGWE & SONS,North Central,Jos,Elite Outlet,RET-NOR-9343,"50 Broad Street, Jos",9.886928,8.866081,2347559427360,213,14,247,41,41,132,169,101,174,28,103,57,195,188,39
B.N.IGWE & SONS,North Central,Jos,Mega Stores,RET-NOR-6993,"73 Allen Street, Jos",9.895673,8.846277,2348243710919,70,230,228,210,164,119,14,156,126,191,149,165,39,156,201
B.N.IGWE & SONS,North Central,Lokoja,City Stores,RET-NOR-1748,"45 Unity Street, Lokoja",7.804475,6.741032,2348874537053,177,198,200,238,98,207,236,170,190,228,238,52,165,241,205
B.N.IGWE & SONS,North Central,Jos,Green Stores,RET-NOR-5843,"138 Palm Street, Jos",9.914952,8.847068,2347142351292,141,62,210,132,86,42,154,194,230,15,182,117,182,57,135
B.N.IGWE & SONS,North Central,Ilorin,Best Center,RET-NOR-1439,"110 Kings Street, Ilorin",8.499677,4.533539,2348008215928,212,189,139,55,171,199,206,233,74,81,141,140,232,235,139
B.N.IGWE & SONS,North Central,Lokoja,Super Shop,RET-NOR-8544,"42 Market Street, Lokoja",7.800998,6.736792,2348763083316,108,134,149,213,114,230,150,79,145,48,119,203,105,119,181
B.N.IGWE & SONS,North Central,Lokoja,Urban Supermarket,RET-NOR-1422,"138 Commercial Street, Lokoja",7.817921,6.724541,2348223898777,28,48,20,190,204,195,24,212,185,231,164,108,28,154,99
TOMIESHA PRO RESOURCES LTD,South East,Owerri,Unity Retail,RET-SOU-5973,"23 Broad Street, Owerri",5.479785,7.053639,2347768856114,118,205,31,215,181,178,24,166,108,103,98,122,138,32,95
TOMIESHA PRO RESOURCES LTD,South East,Owerri,Green Center,RET-SOU-5619,"11 Allen Street, Owerri",5.484831,7.045796,2347997095883,39,182,22,77,94,120,248,51,228,29,83,57,183,163,10
TOMIESHA PRO RESOURCES LTD,South East,Owerri,Best Stores,RET-SOU-3013,"8 Market Street, Owerri",5.50027,7.045884,2347329052114,116,26,54,194,136,53,246,201,178,173,159,77,28,31,179
TOMIESHA PRO RESOURCES LTD,South East,Owerri,Mega Retail,RET-SOU-2324,"44 Broad Street, Owerri",5.478103,7.031879,2348926194342,19,167,105,208,44,133,51,73,135,77,156,32,129,180,239
TOMIESHA PRO RESOURCES LTD,South East,Umuahia,Unity Stores,RET-SOU-1277,"12 Palm Street, Umuahia",5.551779,7.490361,2347735584214,10,182,111,79,246,150,29,237,30,121,139,66,23,144,18
TOMIESHA PRO RESOURCES LTD,South East,Aba,City Supermarket,RET-SOU-2248,"8 Unity Street, Aba",5.102748,7.363134,2347473208345,168,109,78,226,27,243,144,51,13,206,57,28,238,233,55
TOMIESHA PRO RESOURCES LTD,South East,Onitsha,Market Corner,RET-SOU-3640,"40 Allen Street, Onitsha",6.144133,6.803528,2348455362112,134,21,67,163,133,80,230,188,162,48,27,84,249,77,112
TOMIESHA PRO RESOURCES LTD,South East,Awka,Daily Mart,RET-SOU-7866,"114 Broad Street, Awka",6.212026,7.06354,2349023149952,169,48,175,194,83,239,87,135,185,203,223,227,152,147,59
TOMIESHA PRO RESOURCES LTD,South East,Onitsha,Unity Corner,RET-SOU-8361,"75 Kings Street, Onitsha",6.145987,6.801815,2348932389484,160,102,157,66,51,152,115,240,59,247,70,162,41,164,146
TOMIESHA PRO RESOURCES LTD,South East,Onitsha,Value Retail,RET-SOU-3204,"147 Allen Street, Onitsha",6.127271,6.786634,2347473316647,121,82,70,246,108,186,26,223,150,103,140,93,58,245,216
TOMIESHA PRO RESOURCES LTD,South East,Enugu,Super Retail,RET-SOU-2824,"149 Unity Street, Enugu",6.453247,7.539595,2347082740750,39,147,201,98,172,118,228,197,227,28,171,73,207,19,164
TOMIESHA PRO RESOURCES LTD,South East,Umuahia,Express Retail,RET-SOU-2566,"35 Unity Street, Umuahia",5.530571,7.480362,2348266876810,66,98,150,159,41,90,146,176,19,216,127,109,237,45,177
TOMIESHA PRO RESOURCES LTD,South East,Enugu,Elite Shop,RET-SOU-1177,"32 Palm Street, Enugu",6.469623,7.558909,2348002950206,113,217,213,109,132,134,125,67,250,190,63,192,52,125,236
TOMIESHA PRO RESOURCES LTD,South East,Aba,Express Corner,RET-SOU-8316,"64 Palm Street, Aba",5.098704,7.363482,2348190213582,124,195,202,231,50,75,234,171,157,76,121,76,92,66,228
TOMIESHA PRO RESOURCES LTD,South East,Enugu,Value Retail,RET-SOU-3716,"100 Unity Street, Enugu",6.444686,7.529511,2347454968799,244,246,179,208,203,99,130,235,165,92,209,207,231,137,155
TOMIESHA PRO RESOURCES LTD,South East,Onitsha,Choice Mart,RET-SOU-5130,"78 Unity Street, Onitsha",6.141549,6.804031,2347904733364,89,236,140,18,138,202,87,237,92,116,73,128,54,33,110
TOMIESHA PRO RESOURCES LTD,South East,Enugu,Smart Center,RET-SOU-6772,"79 Palm Street, Enugu",6.443596,7.533644,2348927379143,126,40,231,58,206,151,159,47,108,249,106,242,109,53,104
TOMIESHA PRO RESOURCES LTD,South East,Aba,Express Hub,RET-SOU-3674,"138 Palm Street, Aba",5.095722,7.357823,2348162883973,42,178,235,53,18,244,182,88,34,244,28,41,200,228,43
TOMIESHA PRO RESOURCES LTD,South East,Onitsha,Value Stores,RET-SOU-2530,"19 Unity Street, Onitsha",6.148856,6.784292,2347736738423,30,173,213,32,238,161,154,104,182,38,48,49,33,206,71
TOMIESHA PRO RESOURCES LTD,South East,Enugu,Super Supermarket,RET-SOU-3725,"13 Kings Street, Enugu",6.451903,7.531717,2348919861547,65,246,133,192,205,167,164,236,41,225,75,22,185,172,186
TOMIESHA PRO RESOURCES LTD,South East,Awka,Express Outlet,RET-SOU-3224,"46 Commercial Street, Awka",6.225033,7.076272,2347828502973,97,161,186,41,56,57,200,174,99,86,240,16,13,180,22
TOMIESHA PRO RESOURCES LTD,South East,Aba,Express Supermarket,RET-SOU-3336,"76 Unity Street, Aba",5.116467,7.357431,2347682610971,137,199,79,210,138,63,218,183,153,28,196,156,116,206,70
TOMIESHA PRO RESOURCES LTD,South East,Awka,Family Hub,RET-SOU-7529,"27 Market Street, Awka",6.215017,7.078601,2347171956413,245,138,63,138,22,167,118,125,95,141,165,201,115,51,109
TOMIESHA PRO RESOURCES LTD,South East,Enugu,Elite Bazaar,RET-SOU-2800,"2 Kings Street, Enugu",6.45152,7.556645,2348594721514,157,169,60,238,67,190,179,176,72,184,188,36,232,33,199
TOMIESHA PRO RESOURCES LTD,South East,Enugu,Market Stores,RET-SOU-3009,"130 Kings Street, Enugu",6.440639,7.534208,2349094749311,111,216,158,39,206,159,200,171,19,27,127,37,115,103,175
P.O.KONYEHA & SONS,North East,Jalingo,Best Outlet,RET-NOR-6733,"8 Market Street, Jalingo",8.89066,11.343652,2348321021423,114,192,106,241,118,111,14,116,31,215,242,50,189,224,177
P.O.KONYEHA & SONS,North East,Maiduguri,Mega Corner,RET-NOR-1638,"146 Kings Street, Maiduguri",11.816577,13.156259,2348550342562,110,149,20,57,106,22,54,101,105,182,175,94,188,170,159
P.O.KONYEHA & SONS,North East,Yola,Urban Corner,RET-NOR-1876,"117 Kings Street, Yola",9.213163,12.475802,2348659315809,107,14,137,49,234,17,114,117,59,133,44,106,75,117,200
P.O.KONYEHA & SONS,North East,Bauchi,Fresh Shop,RET-NOR-4374,"18 Allen Street, Bauchi",10.319775,9.85749,2348696612924,60,127,79,208,124,118,49,39,124,107,65,134,53,246,235
P.O.KONYEHA & SONS,North East,Yola,Golden Stores,RET-NOR-8436,"97 Kings Street, Yola",9.221023,12.482555,2348755227220,203,144,22,122,190,142,191,46,181,208,33,174,104,248,165
P.O.KONYEHA & SONS,North East,Jalingo,Family Corner,RET-NOR-4937,"22 Unity Street, Jalingo",8.886444,11.362627,2348162640747,171,205,77,64,106,123,219,82,51,93,222,168,99,207,85
P.O.KONYEHA & SONS,North East,Yola,Unity Center,RET-NOR-7023,"42 Market Street, Yola",9.210588,12.464643,2348876919423,99,84,171,242,242,43,128,51,97,150,180,21,204,36,21
P.O.KONYEHA & SONS,North East,Maiduguri,Prime Bazaar,RET-NOR-8971,"114 Palm Street, Maiduguri",11.828085,13.135089,2348090518087,233,181,156,107,125,209,140,93,224,123,19,214,36,157,158
P.O.KONYEHA & SONS,North East,Jalingo,Green Outlet,RET-NOR-7394,"123 Unity Street, Jalingo",8.901621,11.365099,2347541099123,248,46,43,218,218,32,149,208,181,250,239,27,14,223,191
P.O.KONYEHA & SONS,North East,Jalingo,Top Corner,RET-NOR-6344,"118 Unity Street, Jalingo",8.894851,11.375126,2348844469432,203,49,195,83,135,217,72,147,12,93,10,130,52,126,228
P.O.KONYEHA & SONS,North East,Bauchi,Top Mart,RET-NOR-1272,"121 Commercial Street, Bauchi",10.321723,9.845038,2347700738087,72,173,249,64,61,223,213,133,21,85,83,245,114,246,142
P.O.KONYEHA & SONS,North East,Maiduguri,Best Retail,RET-NOR-7726,"136 Kings Street, Maiduguri",11.825775,13.164155,2347216077586,19,15,92,200,183,224,103,175,155,225,229,63,216,180,126
P.O.KONYEHA & SONS,North East,Yola,City Stores,RET-NOR-4162,"78 Market Street, Yola",9.192648,12.48028,2347997877750,57,47,219,105,31,153,128,243,108,154,169,95,175,27,152
P.O.KONYEHA & SONS,North East,Bauchi,Smart Mart,RET-NOR-1341,"89 Palm Street, Bauchi",10.313843,9.8441,2348575374343,47,198,73,161,42,96,235,134,95,115,233,232,30,40,237
P.O.KONYEHA & SONS,North East,Maiduguri,Value Corner,RET-NOR-1388,"97 Palm Street, Maiduguri",11.836115,13.165691,2347354701594,91,138,187,219,226,110,243,227,10,107,114,58,158,95,117
P.O.KONYEHA & SONS,North East,Yola,Fresh Hub,RET-NOR-4925,"79 Market Street, Yola",9.200736,12.499155,2348566444906,77,211,58,29,174,229,196,55,201,58,63,98,156,92,57
P.O.KONYEHA & SONS,North East,Jalingo,Express Mart,RET-NOR-4309,"24 Allen Street, Jalingo",8.898239,11.343949,2348540795902,18,133,128,177,203,203,93,168,139,115,60,29,77,206,53
P.O.KONYEHA & SONS,North East,Bauchi,Daily Supermarket,RET-NOR-7269,"139 Palm Street, Bauchi",10.322966,9.862974,2347620397134,19,83,154,74,37,103,173,227,136,145,233,69,234,80,11
P.O.KONYEHA & SONS,North East,Yola,Mega Stores,RET-NOR-6949,"66 Palm Street, Yola",9.200872,12.487307,2347598888079,196,230,128,158,82,130,115,17,144,14,101,127,149,213,55
P.O.KONYEHA & SONS,North East,Yola,Top Center,RET-NOR-5273,"136 Unity Street, Yola",9.194141,12.466113,2348722496516,30,53,157,18,192,51,108,208,21,67,156,147,203,28,236
NECESSITY GLOBAL RESOURCES LTD,South South,Uyo,Value Hub,RET-SOU-7954,"51 Broad Street, Uyo",5.040425,7.914734,2347117016840,14,231,159,152,153,107,202,65,96,205,119,116,92,140,236
NECESSITY GLOBAL RESOURCES LTD,South South,Port Harcourt,Top Corner,RET-SOU-7780,"123 Palm Street, Port Harcourt",4.80833,7.059369,2347714447209,49,152,193,157,238,59,144,169,225,211,133,82,120,86,232
NECESSITY GLOBAL RESOURCES LTD,South South,Warri,Top Shop,RET-SOU-6547,"14 Unity Street, Warri",5.531674,5.758946,2348618901103,238,210,37,68,196,247,81,73,97,12,153,99,63,223,18
NECESSITY GLOBAL RESOURCES LTD,South South,Calabar,Value Supermarket,RET-SOU-3569,"99 Kings Street, Calabar",4.977587,8.321755,2347245959239,212,98,158,172,71,62,139,116,209,29,19,48,162,135,182
NECESSITY GLOBAL RESOURCES LTD,South South,Port Harcourt,Smart Outlet,RET-SOU-2708,"101 Allen Street, Port Harcourt",4.808078,7.033158,2348022104156,68,222,119,108,35,191,113,35,209,139,10,31,117,195,200
NECESSITY GLOBAL RESOURCES LTD,South South,Calabar,Best Corner,RET-SOU-3623,"49 Commercial Street, Calabar",4.965278,8.311495,2348436141453,48,235,174,63,64,141,106,181,67,223,62,138,29,169,48
NECESSITY GLOBAL RESOURCES LTD,South South,Warri,Fresh Stores,RET-SOU-3609,"149 Commercial Street, Warri",5.523296,5.760957,2348935392436,26,194,160,106,13,152,243,110,28,238,130,17,141,215,228
NECESSITY GLOBAL RESOURCES LTD,South South,Port Harcourt,Elite Hub,RET-SOU-5504,"20 Palm Street, Port Harcourt",4.824495,7.051876,2348923955757,42,169,148,226,88,234,171,72,195,43,181,80,185,205,223
NECESSITY GLOBAL RESOURCES LTD,South South,Port Harcourt,Daily Hub,RET-SOU-2059,"85 Unity Street, Port Harcourt",4.83307,7.052588,2347460332512,184,208,10,225,16,184,60,225,112,218,171,190,238,175,170
NECESSITY GLOBAL RESOURCES LTD,South South,Benin,Fresh Corner,RET-SOU-6013,"139 Kings Street, Benin",6.318691,5.586368,2347610697612,202,114,94,201,64,71,241,247,84,227,216,227,106,75,250
NECESSITY GLOBAL RESOURCES LTD,South South,Port Harcourt,Royal Supermarket,RET-SOU-6929,"8 Broad Street, Port Harcourt",4.803293,7.066603,2347042036520,191,117,66,196,89,41,165,19,97,211,244,216,134,196,46
NECESSITY GLOBAL RESOURCES LTD,South South,Warri,Choice Supermarket,RET-SOU-1103,"84 Unity Street, Warri",5.53472,5.740662,2348241208339,74,227,121,34,177,13,79,154,79,34,60,22,63,84,66
NECESSITY GLOBAL RESOURCES LTD,South South,Port Harcourt,Prime Shop,RET-SOU-8838,"45 Allen Street, Port Harcourt",4.824685,7.051612,2348336528264,248,162,231,61,158,157,163,77,194,110,179,118,175,204,92
NECESSITY GLOBAL RESOURCES LTD,South South,Benin,Golden Retail,RET-SOU-6828,"114 Broad Street, Benin",6.345912,5.603772,2347755288396,196,177,91,43,86,239,52,101,56,100,79,13,92,156,67
NECESSITY GLOBAL RESOURCES LTD,South South,Port Harcourt,Best Mart,RET-SOU-1195,"61 Kings Street, Port Harcourt",4.824679,7.058577,2348592064504,24,55,102,188,17,207,132,34,10,17,201,237,70,95,108
NECESSITY GLOBAL RESOURCES LTD,South South,Benin,Mega Bazaar,RET-SOU-7250,"109 Allen Street, Benin",6.353135,5.620018,2347602172205,232,126,162,133,166,72,16,234,109,231,129,157,93,219,149
NECESSITY GLOBAL RESOURCES LTD,South South,Calabar,Urban Stores,RET-SOU-5232,"59 Broad Street, Calabar",4.958806,8.309945,2348558818547,49,69,61,113,81,208,150,129,204,35,227,16,232,108,219
NECESSITY GLOBAL RESOURCES LTD,South South,Benin,Family Bazaar,RET-SOU-5176,"108 Commercial Street, Benin",6.316356,5.61703,2347602551904,187,247,166,190,69,166,65,194,230,23,30,32,232,46,246
NECESSITY GLOBAL RESOURCES LTD,South South,Port Harcourt,Choice Bazaar,RET-SOU-8364,"43 Unity Street, Port Harcourt",4.829044,7.045744,2347869747899,243,205,169,163,223,234,89,141,106,111,95,216,151,54,119
